ARO Accession,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
3006572,PDC-193,PDC-193,WP_087587961.1,NG_054979.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-193
3006573,PDC-194,PDC-194,WP_087587962.1,NG_054980.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-194
3006574,PDC-195,PDC-195,WP_025325152.1,NG_054981.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-195
3006575,PDC-196,PDC-196,WP_148044425.1,NG_065883.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-196
3006576,PDC-197,PDC-197,WP_057388025.1,NG_054982.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-197
3006577,PDC-198,PDC-198,WP_087587963.1,NG_054983.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-198
3006578,PDC-199,PDC-199,WP_087587964.1,NG_054984.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-199
3006579,PDC-20,PDC-20,WP_016263090.1,NG_049892.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-20
3006580,PDC-200,PDC-200,WP_087587965.1,NG_054985.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-200
3006581,PDC-202,PDC-202,WP_087587967.1,NG_054987.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-202
3006582,PDC-203,PDC-203,WP_087587968.1,NG_054988.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-203
3006583,PDC-204,PDC-204,WP_087587969.1,NG_054989.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-204
3006584,PDC-205,PDC-205,WP_087587970.1,NG_054990.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-205
3006585,PDC-206,PDC-206,WP_087587971.1,NG_054991.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-206
3006586,PDC-208,PDC-208,WP_087587972.1,NG_054993.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-208
3006587,PDC-209,PDC-209,WP_087587973.1,NG_054994.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-209
3006588,PDC-210,PDC-210,WP_087587974.1,NG_054995.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-210
3006589,PDC-211,PDC-211,WP_088245216.1,NG_055273.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-211
3006590,PDC-213,PDC-213,WP_073647245.1,NG_055276.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-213
3006591,PDC-214,PDC-214,WP_088245219.1,NG_055277.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-214
3006592,PDC-215,PDC-215,WP_088245220.1,NG_055278.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-215
3006593,PDC-216,PDC-216,WP_088245221.1,NG_055279.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-216
3006594,PDC-217,PDC-217,WP_088245222.1,NG_055280.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-217
3006595,PDC-218,PDC-218,WP_088245223.1,NG_055281.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-218
3006596,PDC-219,PDC-219,WP_088245224.1,NG_055282.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-219
3006597,PDC-21a,PDC-21a,WP_063864574.1,NG_049893.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-21a
3006598,PDC-21b,PDC-21b,WP_063864575.1,NG_049894.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-21b
3006599,PDC-22,PDC-22,WP_023108311.1,NG_049895.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-22
3006600,PDC-220,PDC-220,WP_088245218.1,NG_055275.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-220
3006601,PDC-221,PDC-221,WP_100931731.1,NG_056055.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-221
3006602,PDC-222,PDC-222,WP_100931732.1,NG_056056.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-222
3006603,PDC-223,PDC-223,WP_100931733.1,NG_056057.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-223
3006604,PDC-224,PDC-224,WP_101244936.1,NG_056102.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-224
3006605,PDC-226,PDC-226,WP_061190338.1,NG_056104.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-226
3006606,PDC-227,PDC-227,WP_104009856.1,NG_056419.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-227
3006607,PDC-228,PDC-228,WP_104009857.1,NG_056420.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-228
3006608,PDC-229,PDC-229,WP_104009858.1,NG_056421.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-229
3006609,PDC-230,PDC-230,WP_104009859.1,NG_056422.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-230
3006610,PDC-232,PDC-232,WP_104009861.1,NG_056424.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-232
3006611,PDC-233,PDC-233,WP_104009862.1,NG_056425.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-233
3006612,PDC-234,PDC-234,WP_104009832.1,NG_056389.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-234
3006613,PDC-235,PDC-235,WP_104009833.1,NG_056390.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-235
3006614,PDC-236,PDC-236,WP_104009834.1,NG_056391.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-236
3006615,PDC-237,PDC-237,WP_104009835.1,NG_056392.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-237
3006616,PDC-238,PDC-238,WP_104009836.1,NG_056393.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-238
3006617,PDC-239,PDC-239,WP_104009837.1,NG_056394.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-239
3006618,PDC-24,PDC-24,WP_023115067.1,NG_049897.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-24
3006619,PDC-241,PDC-241,WP_104009838.1,NG_056396.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-241
3006620,PDC-242,PDC-242,WP_104009839.1,NG_056397.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-242
3006621,PDC-243,PDC-243,WP_104009840.1,NG_056398.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-243
3006622,PDC-244,PDC-244,WP_104009841.1,NG_056399.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-244
3006623,PDC-245,PDC-245,WP_100831609.1,NG_056400.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-245
3006624,PDC-246,PDC-246,WP_104009842.1,NG_056401.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-246
3006625,PDC-247,PDC-247,WP_104009843.1,NG_056402.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-247
3006626,PDC-248,PDC-248,WP_104009844.1,NG_056403.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-248
3006627,PDC-249,PDC-249,WP_104009845.1,NG_056404.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-249
3006628,PDC-25,PDC-25,WP_063864576.1,NG_049898.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-25
3006629,PDC-250,PDC-250,WP_058174497.1,NG_057582.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-250
3006630,PDC-251,PDC-251,WP_109791185.1,NG_057583.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-251
3006631,PDC-252,PDC-252,WP_109791186.1,NG_057584.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-252
3006632,PDC-253,PDC-253,WP_109791187.1,NG_057585.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-253
3006633,PDC-254,PDC-254,WP_109791188.1,NG_057586.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-254
3006634,PDC-256,PDC-256,WP_109791190.1,NG_057588.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-256
3006635,PDC-259,PDC-259,WP_109791193.1,NG_057591.2,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-259
3006636,PDC-26,PDC-26,WP_063864577.1,NG_049899.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-26
3006637,PDC-260,PDC-260,WP_109791194.1,NG_057592.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-260
3006638,PDC-261,PDC-261,WP_109791195.1,NG_057593.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-261
3006639,PDC-262,PDC-262,WP_109791196.1,NG_057594.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-262
3006640,PDC-263,PDC-263,WP_109791197.1,NG_057595.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-263
3006641,PDC-265,PDC-265,WP_109791199.1,NG_057597.2,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-265
3006642,PDC-266,PDC-266,WP_109791200.1,NG_057598.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-266
3006643,PDC-267,PDC-267,WP_109791201.1,NG_057599.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-267
3006644,PDC-268,PDC-268,WP_109791202.1,NG_057600.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-268
3006645,PDC-270,PDC-270,WP_109791203.1,NG_057601.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-270
3006646,PDC-271,PDC-271,WP_058157026.1,NG_057602.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-271
3006647,PDC-273,PDC-273,WP_109791205.1,NG_057604.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-273
3006648,PDC-274,PDC-274,WP_109791206.1,NG_057605.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-274
3006649,PDC-275,PDC-275,WP_111672883.1,NG_060537.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-275
3006650,PDC-276,PDC-276,WP_111672890.1,NG_060546.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-276
3006651,PDC-277,PDC-277,WP_111672891.1,NG_060547.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-277
3006652,PDC-278,PDC-278,WP_070698497.1,NG_060548.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-278
3006653,PDC-279,PDC-279,WP_111672892.1,NG_060549.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-279
3006654,PDC-280,PDC-280,WP_111672893.1,NG_060550.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-280
3006655,PDC-281,PDC-281,WP_111672894.1,NG_060551.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-281
3006656,PDC-282,PDC-282,WP_111672895.1,NG_060552.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-282
3006657,PDC-283,PDC-283,WP_111672896.1,NG_060553.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-283
3006658,PDC-286,PDC-286,WP_016252988.1,NG_060538.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-286
3006659,PDC-287,PDC-287,WP_111672898.1,NG_060556.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-287
3006660,PDC-288,PDC-288,WP_111672899.1,NG_060557.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-288
3006661,PDC-289,PDC-289,WP_111672900.1,NG_060558.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-289
3006662,PDC-290,PDC-290,WP_111672901.1,NG_060559.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-290
3006663,PDC-291,PDC-291,WP_111672903.1,NG_060561.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-291
3006664,PDC-294,PDC-294,WP_111672884.1,NG_060539.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-294
3006665,PDC-295,PDC-295,WP_111672885.1,NG_060540.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-295
3006666,PDC-296,PDC-296,WP_111672886.1,NG_060541.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-296
3006667,PDC-297,PDC-297,WP_111672887.1,NG_060542.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-297
3006668,PDC-298,PDC-298,WP_061193431.1,NG_060543.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-298
3006669,PDC-299,PDC-299,WP_111672888.1,NG_060544.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-299
3006670,PDC-30,PDC-30,WP_003110141.1,NG_049902.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-30
3006671,PDC-300,PDC-300,WP_111672889.1,NG_060545.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-300
3006672,PDC-301,PDC-301,WP_111672908.1,NG_060566.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-301
3006673,PDC-302,PDC-302,WP_111672909.1,NG_060567.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-302
3006674,PDC-303,PDC-303,WP_111672910.1,NG_060568.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-303
3006675,PDC-304,PDC-304,WP_116786834.1,NG_061620.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-304
3006676,PDC-305,PDC-305,WP_116786837.1,NG_061624.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-305
3006677,PDC-307,PDC-307,WP_122630845.1,NG_062258.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-307
3006678,PDC-308,PDC-308,WP_122630846.1,NG_062259.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-308
3006679,PDC-309,PDC-309,WP_122630847.1,NG_062260.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-309
3006680,PDC-31,PDC-31,WP_016562272.1,NG_049903.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-31
3006681,PDC-310,PDC-310,WP_122630848.1,NG_062261.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-310
3006682,PDC-311,PDC-311,WP_122630849.1,NG_062262.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-311
3006683,PDC-312,PDC-312,WP_122630850.1,NG_062263.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-312
3006684,PDC-314,PDC-314,WP_122630852.1,NG_062265.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-314
3006685,PDC-315,PDC-315,WP_122630882.1,NG_062302.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-315
3006686,PDC-316,PDC-316,WP_122630883.1,NG_062303.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-316
3006687,PDC-317,PDC-317,WP_128268280.1,NG_063888.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-317
3006688,PDC-318,PDC-318,WP_150823478.1,NG_066525.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-318
3006689,PDC-319,PDC-319,WP_134254706.1,NG_066526.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-319
3006690,PDC-32,PDC-32,WP_063864579.1,NG_049904.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-32
3006691,PDC-320,PDC-320,WP_150823479.1,NG_066527.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-320
3006692,PDC-321,PDC-321,WP_150823480.1,NG_066528.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-321
3006693,PDC-322,PDC-322,WP_138403314.1,NG_066529.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-322
3006694,PDC-325,PDC-325,WP_150823483.1,NG_066532.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-325
3006695,PDC-326,PDC-326,WP_150823484.1,NG_066533.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-326
3006696,PDC-327,PDC-327,WP_150823485.1,NG_066534.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-327
3006697,PDC-328,PDC-328,WP_150823486.1,NG_066535.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-328
3006698,PDC-329,PDC-329,WP_150823487.1,NG_066536.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-329
3006699,PDC-33,PDC-33,WP_012074328.1,NG_049905.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-33
3006700,PDC-330,PDC-330,WP_150823488.1,NG_066537.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-330
3006701,PDC-331,PDC-331,WP_150823489.1,NG_066538.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-331
3006702,PDC-332,PDC-332,WP_150823490.1,NG_066539.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-332
3006703,PDC-333,PDC-333,WP_140423325.1,NG_065445.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-333
3006704,PDC-334,PDC-334,WP_148044426.1,NG_065886.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-334
3006705,PDC-335,PDC-335,WP_148044427.1,NG_065887.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-335
3006706,PDC-336,PDC-336,WP_148044428.1,NG_065888.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-336
3006707,PDC-338,PDC-338,WP_148044430.1,NG_065890.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-338
3006708,PDC-339,PDC-339,WP_148044431.1,NG_065891.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-339
3006709,PDC-34,PDC-34,WP_003137570.1,NG_049906.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-34
3006710,PDC-340,PDC-340,WP_148044432.1,NG_065892.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-340
3006711,PDC-341,PDC-341,WP_148044433.1,NG_065893.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-341
3006712,PDC-342,PDC-342,WP_148044434.1,NG_065894.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-342
3006713,PDC-343,PDC-343,WP_148044435.1,NG_065895.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-343
3006714,PDC-344,PDC-344,WP_148044436.1,NG_065896.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-344
3006715,PDC-345,PDC-345,WP_148044437.1,NG_065897.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-345
3006716,PDC-347,PDC-347,WP_148044439.1,NG_065899.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-347
3006717,PDC-348,PDC-348,WP_148044440.1,NG_065900.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-348
3006718,PDC-349,PDC-349,WP_148044441.1,NG_065901.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-349
3006719,PDC-35,PDC-35,WP_003093423.1,NG_049907.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-35
3006720,PDC-350,PDC-350,WP_148044442.1,NG_065902.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-350
3006721,PDC-351,PDC-351,WP_148044443.1,NG_065903.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-351
3006722,PDC-353,PDC-353,WP_128550481.1,NG_065905.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-353
3006723,PDC-354,PDC-354,WP_148044445.1,NG_065906.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-354
3006724,PDC-355,PDC-355,WP_148044446.1,NG_065907.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-355
3006725,PDC-356,PDC-356,WP_148044447.1,NG_065908.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-356
3006726,PDC-357,PDC-357,WP_148044448.1,NG_065909.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-357
3006727,PDC-358,PDC-358,WP_148044449.1,NG_065910.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-358
3006728,PDC-359,PDC-359,WP_148044450.1,NG_065911.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-359
3006729,PDC-36,PDC-36,WP_023100808.1,NG_049908.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-36
3006730,PDC-360,PDC-360,WP_148044451.1,NG_065912.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-360
3006731,PDC-361,PDC-361,WP_031638595.1,NG_065913.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-361
3006732,PDC-362,PDC-362,WP_148044452.1,NG_065914.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-362
3006733,PDC-363,PDC-363,WP_148044453.1,NG_065915.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-363
3006734,PDC-364,PDC-364,WP_121347819.1,NG_065916.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-364
3006735,PDC-365,PDC-365,WP_148044454.1,NG_065917.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-365
3006736,PDC-366,PDC-366,WP_148044455.1,NG_065918.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-366
3006737,PDC-367,PDC-367,WP_121286063.1,NG_065919.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-367
3006738,PDC-368,PDC-368,WP_148044456.1,NG_065920.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-368
3006739,PDC-369,PDC-369,WP_148044457.1,NG_065921.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-369
3006740,PDC-37,PDC-37,WP_023092413.1,NG_049909.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-37
3006741,PDC-370,PDC-370,WP_148044458.1,NG_065922.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-370
3006742,PDC-371,PDC-371,WP_126118969.1,NG_065923.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-371
3006743,PDC-372,PDC-372,WP_148044459.1,NG_065924.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-372
3006744,PDC-373,PDC-373,WP_148044460.1,NG_065925.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-373
3006745,PDC-374,PDC-374,WP_003454242.1,NG_065926.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-374
3006746,PDC-375,PDC-375,WP_148044461.1,NG_065927.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-375
3006747,PDC-377,PDC-377,WP_148044463.1,NG_065929.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-377
3006748,PDC-378,PDC-378,WP_148044464.1,NG_065930.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-378
3006749,PDC-379,PDC-379,WP_148044465.1,NG_065931.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-379
