ARO,Cluster#,ARG Name,ARG Family,Drug class
3001214,496,mdtM,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;lincosamide antibiotic;nucleoside antibiotic;phenicol antibiotic
3002823,497,ErmH,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3000251,498,msrA,msr-type ABC-F protein,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002522,499,novA,ATP-binding cassette (ABC) antibiotic efflux pump,aminocoumarin antibiotic
3004606,500,erm(40),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
3000380,501,FosC,fosC phosphotransferase family,phosphonic acid antibiotic
3001265,502,Erm(30),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
3000778,503,adeG,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic
3000616,504,mel,msr-type ABC-F protein,macrolide antibiotic;streptogramin antibiotic
3000526,505,cmeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;fusidane antibiotic;macrolide antibiotic
3000316,506,mphA,macrolide phosphotransferase (MPH),macrolide antibiotic
3002525,507,AAC(2')-Ic,AAC(2'),aminoglycoside antibiotic
3000676,508,H-NS,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic
3003010,509,ceoB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;fluoroquinolone antibiotic
3002352,510,GES-23,GES beta-lactamase,carbapenem;cephalosporin;penam
3003007,511,bmr,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;nucleoside antibiotic;phenicol antibiotic
3002648,512,APH(3')-IVa,APH(3'),aminoglycoside antibiotic
3003048,513,rosA,major facilitator superfamily (MFS) antibiotic efflux pump,peptide antibiotic
3003053,514,smeC,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;cephamycin;penam
3002624,515,ANT(4')-IIa,ANT(4'),aminoglycoside antibiotic
3002567,516,AAC(6')-Iw,AAC(6'),aminoglycoside antibiotic
3000595,517,ErmT,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3000168,518,tet(D),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3002684,519,catII,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3000300,520,lsaA,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002549,521,AAC(6')-Ic,AAC(6'),aminoglycoside antibiotic
3004608,522,EreD,macrolide esterase,macrolide antibiotic
3002261,523,IND-5,IND beta-lactamase,carbapenem
3000556,524,tet(44),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3003107,525,mef(B),major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic
3003061,526,vph,viomycin phosphotransferase,peptide antibiotic
3003561,527,Sed-1,Sed beta-lactamase,cephalosporin;penam
3002895,528,SAT-2,streptothricin acetyltransferase (SAT),nucleoside antibiotic
3000149,529,FosA,fosfomycin thiol transferase,phosphonic acid antibiotic
3000774,530,adeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline;tetracycline antibiotic
3000794,531,mdtC,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic
3000833,532,evgS,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic
3000617,533,mecA,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam
3002485,534,LRA-2,subclass B3 LRA beta-lactamase,cephalosporin;penam
3000191,535,tet(Q),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3000196,536,tet(32),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3002625,537,ANT(4')-IIb,ANT(4'),aminoglycoside antibiotic
3000516,538,emrR,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic
3002647,539,APH(3')-IIIa,APH(3'),aminoglycoside antibiotic
3000828,540,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic
3000810,541,mtrC,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic;penam
3001810,542,OXA-53,OXA beta-lactamase,carbapenem;cephalosporin;penam
3001991,543,CTX-M-132,CTX-M beta-lactamase,cephalosporin
3002703,544,cmx,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3000865,545,oleD,ole glycosyltransferase,macrolide antibiotic
3000753,546,abeM,multidrug and toxic compound extrusion (MATE) transporter,disinfecting agents and antiseptics;fluoroquinolone antibiotic
3000230,547,ANT(2'')-Ia,ANT(2''),aminoglycoside antibiotic
3002668,548,rmtG,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic
3000790,549,mdsB,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol antibiotic
3002630,550,ANT(9)-Ia,ANT(9),aminoglycoside antibiotic
3003036,551,oleB,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,macrolide antibiotic
3000838,552,arlR,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic
3002865,553,dfrC,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3000614,554,mefE,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic
3000858,555,armA,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic
3002526,556,AAC(2')-Id,AAC(2'),aminoglycoside antibiotic
3001817,557,ACC-3,ACC beta-lactamase,cephalosporin;monobactam;penam
3000245,558,RbpA,RbpA bacterial RNA polymerase-binding protein,rifamycin antibiotic
3000491,559,acrD,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic
3000604,560,Erm(35),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3003548,561,mdtN,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;nucleoside antibiotic
3002265,562,IND-9,IND beta-lactamase,carbapenem
3000178,563,tet(K),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3002513,564,LRA-19,subclass B3 LRA beta-lactamase,cephalosporin;penam
3002607,565,aadA7,ANT(3''),aminoglycoside antibiotic
3001313,566,facT,major facilitator superfamily (MFS) antibiotic efflux pump,elfamycin antibiotic
3000780,567,adeI,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic
3002944,568,vanH_in_vanD_cl,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic
3000807,569,MexH,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic
3000851,570,THIN-B,THIN-B beta-lactamase,carbapenem;cephalosporin;penam
3000502,571,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam
3000499,572,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam
3002678,573,Paer_catB6,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3002544,574,AAC(3)-Xa,AAC(3),aminoglycoside antibiotic
3002368,575,PER-6,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem
3003011,576,dfrA10,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002657,577,APH(6)-Ia,APH(6),aminoglycoside antibiotic
3001809,578,OXA-209,OXA beta-lactamase,carbapenem;cephalosporin;penam
3003051,579,smeA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;cephamycin;penam
3002844,580,vatE,streptogramin vat acetyltransferase,streptogramin A antibiotic;streptogramin antibiotic
3000861,581,rmtC,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic
3002982,582,amrA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic
3002875,583,dfrE,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3003205,584,Erm(43),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002650,585,APH(3')-Vb,APH(3'),aminoglycoside antibiotic
3000375,586,ErmB,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3003066,587,smeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;cephamycin;penam
3000391,588,norA,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic
3000816,589,mtrA,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic;penam
3002628,590,aad(6),ANT(6),aminoglycoside antibiotic
3000172,591,FosB,fosfomycin thiol transferase,phosphonic acid antibiotic
3002586,592,AAC(6')-32,AAC(6'),aminoglycoside antibiotic
3002685,593,catIII,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3002859,594,dfrA14,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3003440,595,mecB,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam
3002482,596,LRA-1,class A LRA beta-lactamase,cephalosporin;penam
3002575,597,AAC(6')-Iai,AAC(6'),aminoglycoside antibiotic
3002787,598,QnrC,quinolone resistance protein (qnr),fluoroquinolone antibiotic
3000594,599,ErmR,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002635,600,APH(2'')-IIa,APH(2''),aminoglycoside antibiotic
3002907,601,vanE,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic
3000582,602,L1_BLA,L1 family beta-lactamase,cephalosporin
3002897,603,SAT-4,streptothricin acetyltransferase (SAT),nucleoside antibiotic
3000801,604,MexD,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic
3000569,605,tet(41),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3002882,606,lmrD,ATP-binding cassette (ABC) antibiotic efflux pump,lincosamide antibiotic
3002833,607,vgaE,vga-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic
3002687,608,catQ,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3003564,609,EXO-1,EXO beta-lactamase,penam
3002952,610,vanX_in_vanF_cl,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic
3002922,611,vanR_in_vanC_cl,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic
3003070,612,vanX_in_vanD_cl,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic
3003039,613,OprA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;fluoroquinolone antibiotic;macrolide antibiotic;tetracycline antibiotic
3002935,614,vanS_in_vanE_cl,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic
3002816,615,clbC,Cfr 23S ribosomal RNA methyltransferase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic
3002985,616,arnA,ATP-binding cassette (ABC) antibiotic efflux pump;pmr phosphoethanolamine transferase,macrolide antibiotic;peptide antibiotic
3002553,617,AAC(6')-If,AAC(6'),aminoglycoside antibiotic
3002972,618,vanT_in_vanG_cl,glycopeptide resistance gene cluster;vanT,glycopeptide antibiotic
3002926,619,vanR_in_vanG_cl,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic
3000192,620,tet(S),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3002594,621,AAC(6')-IIa,AAC(6'),aminoglycoside antibiotic
3000782,622,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic
3000823,623,ramA,General Bacterial Porin with reduced permeability to beta-lactams;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic
3002564,624,AAC(6')-It,AAC(6'),aminoglycoside antibiotic
3000533,625,macA,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic
3002656,626,APH(4)-Ib,APH(4),aminoglycoside antibiotic
3000602,627,Erm(39),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3003207,628,FosK,fosfomycin thiol transferase,phosphonic acid antibiotic
3001306,629,ErmW,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
3003009,630,ceoA,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;fluoroquinolone antibiotic
3000343,631,tap,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3000318,632,mphB,macrolide phosphotransferase (MPH),macrolide antibiotic
3002260,633,IND-4,IND beta-lactamase,carbapenem
3002840,634,vatA,streptogramin vat acetyltransferase,streptogramin A antibiotic;streptogramin antibiotic
3002623,635,ANT(4')-Ia,ANT(4'),aminoglycoside antibiotic
3002702,636,cmrA,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic
3003112,637,lsaC,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic
3000599,638,Erm(33),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002913,639,vanO,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic
3000027,640,emrA,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic
3002908,641,vanF,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic
3002616,642,aadA16,ANT(3''),aminoglycoside antibiotic
3000573,643,tet(43),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3002523,644,AAC(2')-Ia,AAC(2'),aminoglycoside antibiotic
3003033,645,mexY,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic
3002950,646,vanX_in_vanB_cl,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic
3001327,647,MdtK,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic
3000848,648,DIM-1,DIM beta-lactamase,carbapenem;cephalosporin
3002945,649,vanH_in_vanF_cl,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic
3003059,650,tmrB,tunicamycin resistance protein,nucleoside antibiotic
3002825,651,ErmY,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic
3002954,652,vanX_in_vanO_cl,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic
3002961,653,vanY_in_vanM_cl,glycopeptide resistance gene cluster;vanY,glycopeptide antibiotic
3000186,654,tet(M),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3000197,655,tet(36),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3000118,656,vgaB,vga-type ABC-F protein,pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic
3002986,657,bacA,undecaprenyl pyrophosphate related proteins,peptide antibiotic
3002561,658,AAC(6')-Ir,AAC(6'),aminoglycoside antibiotic
3000866,659,oleI,ole glycosyltransferase,macrolide antibiotic
3003063,660,ykkC,small multidrug resistance (SMR) antibiotic efflux pump,aminoglycoside antibiotic;phenicol antibiotic;tetracycline antibiotic
3002639,661,APH(3'')-Ib,APH(3''),aminoglycoside antibiotic
3002589,662,AAC(6')-Iid,AAC(6'),aminoglycoside antibiotic
3002614,663,aadA14,ANT(3''),aminoglycoside antibiotic
3000449,664,FomB,Fom phosphotransferase family,phosphonic acid antibiotic
3002666,665,rmtF,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic
3000859,666,rmtA,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic
3002536,667,AAC(3)-IIIa,AAC(3),aminoglycoside antibiotic
3000559,668,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic
3002590,669,AAC(6')-Iih,AAC(6'),aminoglycoside antibiotic
3000795,670,mdtE,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam
3003199,671,AAC(6')-Iak,AAC(6'),aminoglycoside antibiotic
3002572,672,AAC(6')-Iad,AAC(6'),aminoglycoside antibiotic
3002484,673,LRA-13,class C LRA beta-lactamase;class D LRA beta-lactamase,cephalosporin;penam
3002869,674,dfrK,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002631,675,spd,ANT(9),aminoglycoside antibiotic
3000363,676,EreB,macrolide esterase,macrolide antibiotic
3000263,677,marA,General Bacterial Porin with reduced permeability to beta-lactams;resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic
3002638,678,APH(3'')-Ia,APH(3''),aminoglycoside antibiotic
3002911,679,vanM,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic
3002838,680,lnuD,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic
3000811,681,mtrD,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic;penam
3000378,682,MexB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic
3000561,683,tet(30),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3000565,684,tet(38),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3000165,685,tet(A),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3000183,686,tet(Z),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3002846,687,arr-1,rifampin ADP-ribosyltransferase (Arr),rifamycin antibiotic
3001424,688,OXA-29,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002958,689,vanY_in_vanF_cl,glycopeptide resistance gene cluster;vanY,glycopeptide antibiotic
3002931,690,vanS_in_vanA_cl,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic
3003052,691,smeB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;cephamycin;penam
3003021,692,dfrB2,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3003006,693,blt,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic
3002558,694,AAC(6')-Ik,AAC(6'),aminoglycoside antibiotic
3003210,695,FosA4,fosfomycin thiol transferase,phosphonic acid antibiotic
3000010,696,vanA,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic
3002854,697,dfrA1,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002570,698,AAC(6')-Iz,AAC(6'),aminoglycoside antibiotic
3002827,699,tlrC,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;macrolide antibiotic
3000603,700,Erm(41),Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002543,701,AAC(3)-IXa,AAC(3),aminoglycoside antibiotic
3002640,702,APH(3'')-Ic,APH(3''),aminoglycoside antibiotic
3002862,703,dfrA7,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic
3002819,704,msrC,msr-type ABC-F protein,macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic
3002510,705,LRA-3,subclass B3 LRA beta-lactamase,cephalosporin;penam
3003549,706,mdtO,major facilitator superfamily (MFS) antibiotic efflux pump,disinfecting agents and antiseptics;nucleoside antibiotic
3002874,707,FosC2,fosC phosphotransferase family,phosphonic acid antibiotic
3000319,708,mphC,macrolide phosphotransferase (MPH),macrolide antibiotic
3000217,709,blaR1,BlaZ beta-lactamase,penam
3003665,710,NmcR,NmcA beta-lactamase,carbapenem;cephalosporin;cephamycin;penam
3000862,711,sgm,16S rRNA methyltransferase (G1405),aminoglycoside antibiotic
3000024,712,patA,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic
3002613,713,aadA13,ANT(3''),aminoglycoside antibiotic
3000025,714,patB,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic
3002644,715,APH(3')-IIa,APH(3'),aminoglycoside antibiotic
3002489,716,LRA-10,class C LRA beta-lactamase,cephalosporin;penam
3002486,717,LRA-7,subclass B3 LRA beta-lactamase,cephalosporin;penam
3002831,718,vgaC,vga-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic
3003037,719,opcM,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;fluoroquinolone antibiotic
3000463,720,gimA,gimA family macrolide glycosyltransferase,macrolide antibiotic
3000822,721,pmrA,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic
3000478,722,tet(33),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic
3000481,723,tet(35),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic
3002672,724,Bpum_cat86,chloramphenicol acetyltransferase (CAT),phenicol antibiotic
3000856,725,BJP-1,BJP beta-lactamase,carbapenem
3003578,726,PmrF,pmr phosphoethanolamine transferase,peptide antibiotic
3002953,727,vanX_in_vanM_cl,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic
3002894,728,otr(C),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic
3000190,729,tet(O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3000193,730,tet(T),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic
3004601,731,LnuP,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic
3003324,732,Bsub_mprF,defensin resistant mprF,peptide antibiotic
3003679,733,TriA,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics
3003680,734,TriB,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics
3003681,735,TriC,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics
3003682,736,OpmH,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics
3003698,737,mexP,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic
3003699,738,mexQ,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic
3003692,739,MexJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic
3003693,740,MexK,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic
3003030,741,MexV,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic
3003031,742,MexW,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic
3003700,743,opmE,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic
3003704,744,mexM,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic
3003705,745,mexN,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic
3003677,746,AAC(6')-Iaj,AAC(6'),aminoglycoside antibiotic
3003713,747,VCC-1,VCC beta-lactamase,carbapenem;monobactam;penam
3003670,748,PEDO-1,subclass B3 PEDO beta-lactamase,carbapenem
3003714,749,PEDO-2,subclass B3 PEDO beta-lactamase,carbapenem
3003715,750,PEDO-3,subclass B1 PEDO beta-lactamase,carbapenem
3003716,751,CPS-1,CPS beta-lactamase,carbapenem
3003717,752,ESP-1,ESP beta-lactamase,carbapenem
3003718,753,MSI-1,MSI beta-lactamase,carbapenem
3003719,754,MSI-OXA,MSI-OXA family beta-lactamase,carbapenem
3003720,755,SPG-1,SPG beta-lactamase,carbapenem
3001743,756,OXA-288,OXA beta-lactamase,carbapenem;cephalosporin;penam
3002914,757,vanJ,vanJ membrane protein,glycopeptide antibiotic
3003731,758,fusD,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic
3003742,759,mphG,macrolide phosphotransferase (MPH),macrolide antibiotic
3003723,760,vanI,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic
3003744,761,vatF,streptogramin vat acetyltransferase,streptogramin A antibiotic;streptogramin antibiotic
3003762,762,lnuE,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic
3003745,763,mefC,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic
3003748,764,oleC,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic
3003749,765,salA,sal-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic
3001301,766,RlmA(II),non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide antibiotic;macrolide antibiotic
3002934,767,vanS_in_vanD_cl,glycopeptide resistance gene cluster;vanS,glycopeptide antibiotic
